id,frames,Wadell_Sphericity,Convexity,Krumbein_Sphericity,Zingg_S_I_Ratio,Zingg_I_L_Ratio,Potticary_Flatness,Potticary_Elongation,Tensor_Compactness,Tensor_Flakiness
7,41,0.8804619632903175,0.9178890421375362,0.8610768167299518,0.9978725476698442,0.8031115335960912,0.0018561772238980564,0.08214757600462579,0.7433486813926324,0.025560256470197516
8,35,0.8838746477946986,0.922422788112447,0.8647476465587037,0.9981641227548773,0.807555177440382,0.0015997843260669874,0.07893142373446957,0.7476025343854389,0.02396593160011571
10,38,0.8806251893080338,0.9182872439685158,0.8612443903116279,0.9978679960424249,0.8034388022880032,0.0018607992064466493,0.08203835677669707,0.7436843297098573,0.0256165379967686
13,40,0.8743648634754334,0.9105069309287495,0.8547559664914774,0.9973073872652921,0.795715573715837,0.002348750254087564,0.0876453703785517,0.7364455048774932,0.028630056150850205
17,43,0.881102594728272,0.9188463973088004,0.8617826362349325,0.997934265570207,0.804091561330508,0.0018019699750261174,0.08156301170946603,0.7443243029510513,0.025305560489329287
28,62,0.8842172216070009,0.9226938871367705,0.8651050561671091,0.9982107227498834,0.8081967814327919,0.0015610579866915941,0.07879568618464182,0.7482649787565774,0.023767968539153483
30,71,0.8785620481463032,0.9158367711624874,0.85910687980717,0.9977124821056019,0.8009607644930279,0.0019940886931079957,0.08381902417504643,0.7413724136083563,0.026557185733966985
32,53,0.886667731691159,0.9260576561080557,0.8677984436092753,0.9983642318032004,0.8113682106749653,0.0014263144031348121,0.07642069081944154,0.751245410973924,0.02274508415862615
39,66,0.8841094455761642,0.9224910424433826,0.8649644290910291,0.9982122399590232,0.8078864339279803,0.0015570062807657651,0.0787929431142577,0.7479325081749001,0.023727442445544422
41,42,0.8837656445005708,0.9219328791931206,0.8644377091144542,0.9981995062394575,0.8074123173543852,0.0015664495763808696,0.07921627648623591,0.7475182676481474,0.02381722457985988
43,58,0.877294229381901,0.9137827056492727,0.8577717120328165,0.997618252580816,0.7991310668318239,0.0020777666779597187,0.08507488237087985,0.7396327168865504,0.02702178322671939
44,69,0.8701475405296505,0.9059319724566463,0.8504664196318887,0.9967544187198986,0.7908787008834213,0.0028349792280803537,0.0913551746003599,0.7319744877071686,0.03120524248755169
50,33,0.872861577513225,0.9089118340216537,0.8531911218608317,0.9970878796143965,0.7938499858934587,0.002541955476368053,0.08897283870771705,0.7346907139118357,0.029635274801822133
55,38,0.8724209342070247,0.9084609098969686,0.8527867137573143,0.9970362945036455,0.7934729775337324,0.002588399980191348,0.08937342770128363,0.7344178258716777,0.029887233533507414
57,49,0.8718336329375379,0.9079283652260424,0.8521841014739627,0.9969404935836792,0.792815045134662,0.002672643310183452,0.08984264677547546,0.7337607155566371,0.030316214286561345
58,60,0.8724370001991991,0.9083630766266066,0.8526849801727101,0.9970748207785867,0.7934637624923497,0.0025514799441831806,0.08937215984585772,0.7343896802139696,0.029722061489967068
60,30,0.8707137551844084,0.9065913724117229,0.8510260859219464,0.9967911026694558,0.7915048925843957,0.002804952615406364,0.09095014218824454,0.7324944446861595,0.0309799863799869
63,65,0.8701610962105477,0.9059694102356273,0.8504479465391851,0.9967345866290006,0.7908078366762972,0.0028518447005707356,0.09133958116353275,0.7318842627157252,0.031224491704925993
68,58,0.8718814962058908,0.9079039842592349,0.8521758912105388,0.9969131296331232,0.7927849211104929,0.0026975745180000863,0.08983557877770389,0.7337102122595399,0.030282798540763933
70,64,0.869179397147057,0.9047595821085903,0.8494919771492463,0.996621229431846,0.7896405442120278,0.0029509651293564173,0.09222718067916041,0.7307632597559992,0.0317448344689676
71,62,0.8705716715661159,0.9064193442702896,0.8508771433226552,0.9967657977884467,0.7912367941582039,0.002827150203908483,0.09100949441093995,0.7322587815481316,0.031045160355255896
72,43,0.8725505220536259,0.9084018138987424,0.8528230283839966,0.997053634036671,0.7934131067093104,0.002572316049029016,0.08925600888499294,0.7343117689477734,0.029698000419642524
73,58,0.871948493624646,0.90771023601793,0.8522358892894053,0.9970050833441995,0.792781849430032,0.002614275665513964,0.08985020651156643,0.7337053889109407,0.030037285705901303
85,79,0.8733350780048097,0.9096777924154168,0.8537161050509131,0.9971058693799105,0.7946031403868166,0.0025289975132586225,0.08856253343892384,0.7354067258250638,0.029536204798247374
86,36,0.8560927539658785,0.8888281054349534,0.8363165042899612,0.994570558721369,0.7736056716474768,0.004743192073268195,0.10396837505949548,0.7153993623451308,0.039226070517040273
87,33,0.8687583900535144,0.904176604727136,0.8490209922301447,0.9966048652475531,0.7890626910614642,0.0029628263307838803,0.0926031235111765,0.7302353584381389,0.031886174749997546
89,34,0.8713816095535475,0.9073732341264746,0.8517586414129483,0.9968483231284402,0.7923501436024496,0.0027560360580941453,0.09034931498119629,0.7332036471660712,0.030665773285122884
91,40,0.8751515392450291,0.9115807454389264,0.8554849957795986,0.9973984198136763,0.7968053197207516,0.0022649876449981495,0.08688766679849969,0.737438206764481,0.028150721568499352
96,45,0.8617364357793958,0.8960545868683069,0.8419724284508928,0.9955369125713002,0.7807890389063588,0.003896261655932499,0.09886884132781659,0.7223234211224405,0.036034784639800733
97,49,0.8633361734793458,0.8977796330908737,0.8436071655804286,0.9958890676498413,0.782742250455569,0.0035891451083848044,0.09758603824190346,0.7241579959484561,0.03502141743634684
105,32,0.8469293926028741,0.8791252850937303,0.8276061516157899,0.9921530485153198,0.7636506247193846,0.006873511191871431,0.11190360964062701,0.7059487768262955,0.04588651278620235
109,40,0.8571201406946151,0.890393932805755,0.8373191563956496,0.9949156154285778,0.7752874975335109,0.0044276778030002285,0.10312493127512644,0.7170166595030729,0.038575778834168746
110,51,0.8517438907091677,0.8841641626220657,0.8320321151599592,0.9938796867023815,0.7687051557514766,0.005327899791558998,0.10787423475679143,0.7106547194460388,0.042040034900047395
113,53,0.8424197020703339,0.8742224830628812,0.8234007073264016,0.9917922236702659,0.7586267566027707,0.007140040850370294,0.115845644689468,0.7011201509163002,0.04855211681903486
118,30,0.8621606783852513,0.8958440689772434,0.8422923655749535,0.9957302483645353,0.7807655971344203,0.0037185424718902344,0.09847738207822822,0.7221868919844451,0.03523400383578711
128,77,0.8504261446426956,0.8832858290107332,0.830838521799773,0.992475997317921,0.766782229893828,0.006603858918727686,0.10871869756514767,0.7086260190252258,0.04434598316820289
129,58,0.844142166099394,0.8762167100103528,0.8249285531417464,0.9918070164593783,0.7605688131018862,0.0071510408177144,0.11434978857097854,0.7029680608825606,0.047660557204222284
136,40,0.8446200735818876,0.8764737002518537,0.8253943803312613,0.991906231099909,0.7607144754226893,0.007062817781439258,0.11393548422549143,0.7030052290394131,0.047289544383238694
138,30,0.8392407554382125,0.8712525223981001,0.820461538280458,0.9903566187078302,0.7554737035542318,0.00842319678566936,0.11850988290396079,0.698246059349246,0.05153728566611019
139,46,0.8411335859259553,0.8736302854680911,0.8222768485754243,0.9905765056610107,0.7574679786211824,0.008247931112742258,0.11681190456252499,0.7001121278043503,0.05071363366460288
141,34,0.8467692347433854,0.8791515224793303,0.8274018423682815,0.9917548894882202,0.7629699511070775,0.007236099814892643,0.1118952441646392,0.7052178409050488,0.046495041557727136
153,37,0.851360761423564,0.8839841518798248,0.8317037572528997,0.9930727481842041,0.7679241405774471,0.006062940002367314,0.10797584092760659,0.7098299268355799,0.04308911634416011
154,38,0.8535155010545667,0.8862987348302461,0.8338633196828358,0.9936396967280995,0.770610028750276,0.005571384435623056,0.10613351665347454,0.7123810810276,0.04149151616404013
172,35,0.8514676448992798,0.883576667954883,0.8316984942635255,0.9934752420945601,0.7678422290984899,0.0056954151627400685,0.10813847004649149,0.7097615487760268,0.0425705484587114
177,60,0.865270563564901,0.8991199055783932,0.845436370167343,0.996318600394509,0.7848460821256247,0.003212890953161857,0.09615230703928383,0.7261991235850717,0.033303531765910895
179,36,0.8696682384297806,0.9044718371957613,0.8496752344392577,0.9968644705685702,0.7900857762114644,0.002732690617752572,0.09211202504405056,0.7311879414138371,0.030761753952713456
182,30,0.8719212706934615,0.9067710737508317,0.8519579508205511,0.997190616347573,0.7922830516344881,0.0024434960634809816,0.09004761278629302,0.7332336086726637,0.029318779462256764
192,79,0.8670848492020133,0.9020562650630309,0.8473737291858982,0.9963014234196056,0.7873048815008712,0.00324045576983028,0.09437527139502834,0.7285115503940714,0.03299538539746819
193,62,0.8624346370226421,0.8971037110085442,0.8427776131952593,0.9956150488419966,0.7819549302532249,0.00383614017886834,0.09837941358606499,0.7234656468160028,0.03595189437892282
201,35,0.8624380956737352,0.8956413480451084,0.842504200897267,0.9957187609239058,0.7809214983900932,0.0037418719342288873,0.09852728463080991,0.722309575274697,0.0350543167881691
204,30,0.871811430628908,0.9064804823291875,0.8518342179403625,0.9972178719260476,0.7923689509091312,0.002417892398726609,0.0902234418205468,0.7332422907001422,0.02924067577630234
