id,Wadell_Sphericity,Convexity,Krumbein_Sphericity,Zingg_S_I_Ratio,Zingg_I_L_Ratio,Potticary_Flatness,Potticary_Elongation,Tensor_Compactness,Tensor_Flakiness
0,0.8882364221891287,0.9325013843769222,0.8719311007556176,0.9987123229286887,0.816279558286275,0.0006414829379840133,0.07301778462995964,0.7563538847831656,0.02095298567481689
6,0.8894315644347264,0.9338324708286886,0.8732187963658155,0.9987519871104847,0.8178855621651429,0.0006163739009126503,0.07189433438232146,0.7578371702146681,0.020546280657828212
10,0.8898333278705725,0.9340927509070956,0.873680992092662,0.9986914613030173,0.8186500872651192,0.0006336009990061737,0.0714431437383215,0.7583987107014201,0.020394261162674857
