id,Wadell_Sphericity,Convexity,Krumbein_Sphericity,Zingg_S_I_Ratio,Zingg_I_L_Ratio,Potticary_Flatness,Potticary_Elongation,Tensor_Compactness,Tensor_Flakiness
126,0.888224124683055,0.935901223633269,0.8793118644241722,0.9971473217010498,0.8251976166685968,0.0041587798494017785,0.06831575319709547,0.7643014779432814,0.024405942600701728
127,0.8864711464258026,0.934902852941418,0.8791085551446449,0.9968844110315497,0.8247008127708959,0.004638131772581901,0.06895631641508584,0.7638533037405015,0.025595638485361834
128,0.8870461750623784,0.9356451836894313,0.8797056412891536,0.9969485673037443,0.8253465123372536,0.004548269511562669,0.06845525284129451,0.7644108260932886,0.02532055035919529
129,0.887636544490093,0.9367909470140119,0.8807324505160697,0.9969950589266691,0.826550934412708,0.004517733772647464,0.06767165301794029,0.7655107198097334,0.025131189049623283
130,0.8896519897375558,0.9384621783389939,0.881521741032526,0.9972693486647173,0.8278091378407937,0.004042882123030722,0.06658979909247661,0.7667132657334241,0.02387947894303862
131,0.888191825344621,0.9367196260079694,0.880334463259589,0.9970976872877642,0.8262312640882519,0.004303256502478487,0.06773007508501948,0.765211899177695,0.024659752045060178
132,0.8861243329766765,0.9342475140779375,0.8785551518119425,0.9968582391738892,0.82397977619955,0.004651982925780531,0.06942724768655845,0.7632011302646154,0.025699455341246603
133,0.8877911238800766,0.9366550916028479,0.8804730903997067,0.9970303882252086,0.8263331145456392,0.00443760823044512,0.06776496480746441,0.7653114871399486,0.024968465363531537
137,0.890585323470438,0.9394148320191862,0.8821305110134455,0.9973741444674405,0.8286475449392241,0.0038802753681213492,0.0659288494701845,0.7674494789654912,0.023402166602828203
138,0.8888123742923576,0.9375881258367412,0.8809820741020904,0.9971680749546398,0.8270336193581151,0.004202584432075835,0.0671824918813016,0.7659974808013066,0.024343074342587503
139,0.888042322361887,0.9367070399480796,0.8804114607941342,0.9970774217085405,0.8262612803341591,0.004341756782701446,0.0677581041692251,0.7652589410128564,0.024749665986229432
140,0.8863003336895594,0.9355031586410664,0.8799575805904989,0.9968184124339711,0.8254808579405695,0.004808158633143951,0.06853960077446626,0.7645402053263017,0.02590504514399563
141,0.8855577278290533,0.9330884243370029,0.8774866597091823,0.9968171119689941,0.8227598879435292,0.004668296269503319,0.07023435615631471,0.7620993639540087,0.025855032568059905
143,0.8888626920872927,0.9377397138227676,0.8811602789223025,0.9971655282107267,0.8272354880424395,0.004218691048057129,0.06704705648393515,0.7661474018248244,0.024364044271354517
144,0.8867853258283244,0.9350516645907039,0.8791345016822599,0.9969325282356956,0.8247431696277776,0.004548632074147463,0.0688599060816937,0.7638819601057084,0.02538237860706586
146,0.8869276325853971,0.9361539936693901,0.8803594624591167,0.9969013170762495,0.8260245453821471,0.004673603728103141,0.06811497584882988,0.7650612972108455,0.02554430061859479
147,0.8872499007687011,0.9361872480139031,0.8802189932727179,0.9969570745121349,0.8259533578402376,0.004561676436828243,0.0680853293602725,0.7649831589635389,0.025292979254298412
148,0.8871525006911438,0.9362050165690416,0.8803104640280424,0.996938326142051,0.8260238987125763,0.004601897607143554,0.06805938572050577,0.7650224266956639,0.025379442744815545
149,0.8858167919528657,0.9333411326767521,0.8776573910844829,0.9968456680124457,0.8229571760517278,0.0046262867464166545,0.070041950208595,0.7622417946008784,0.025739237538639718
150,0.8868634244013944,0.9354051231059439,0.8795202788033925,0.9969288435849276,0.8251257285679856,0.0045747622239610385,0.06862611117133174,0.7642239071487511,0.02540370603935413
151,0.8870714455292361,0.9363630826741289,0.8805367199412414,0.9969147552143444,0.826238161897006,0.004658791527617723,0.06796200968414903,0.7652390234204057,0.02548882979445322
152,0.8884991432296517,0.9364145374483845,0.8797361139976305,0.9971706758845936,0.8257218501339221,0.004137838013573653,0.06797522144863404,0.7648109370459095,0.02430143962694788
153,0.8878950507669549,0.936594999336511,0.8803465681351498,0.9970515749671243,0.8261913322422603,0.004390516518873887,0.06781489105827836,0.7651890875760848,0.024867725204617577
155,0.8879560792233395,0.936417683963357,0.8801216279692943,0.9970729784532026,0.8259502861597767,0.004337676276918501,0.06792841151536229,0.7649530839663911,0.024770509524862667
156,0.8867891749722828,0.9349702253796519,0.8790741351941374,0.9969410354440863,0.82459362728955,0.004523272419141399,0.06894308687692664,0.7637417992699441,0.02534157445516249
157,0.8869336015477675,0.9330778742573893,0.8765864780066105,0.9970796975222501,0.8221832203538451,0.0041445606103580855,0.0702912200646228,0.7616415430540304,0.024657592579345924
158,0.8864915078394958,0.9325928790770259,0.8763440120861389,0.9970284375277433,0.8217647173633316,0.00421901494782004,0.07061230148895677,0.7612172586131359,0.024890804043045334
159,0.8886485346429956,0.9371402101759553,0.8805826132085849,0.9971582672812722,0.8265501260757446,0.004201137337885383,0.06746387284204183,0.7655104360833451,0.024383475851636124
160,0.8866609259583629,0.933972533347893,0.877934540104931,0.9969715963710438,0.8234114075360233,0.0044068582679352,0.06963522929743111,0.7626705051734286,0.02518033856150264
161,0.8873347492898722,0.9356622735844777,0.8795524882983629,0.9970011819492687,0.8252585113865056,0.0044414157293633455,0.0684558156743107,0.7643469876559466,0.0250778108849824
162,0.8890236309325121,0.9380222832065692,0.8813655355078983,0.9971812421625311,0.8275064425925687,0.004200158537262016,0.06687151775302656,0.7664262481191344,0.02429455497580369
163,0.8876012327781263,0.936173242937457,0.8800456830326239,0.9970223145051436,0.8257717514691287,0.004426308428972132,0.06809912173144787,0.7647807485582064,0.024997657873287442
165,0.8906773682172705,0.9401558671433873,0.8829410640069738,0.9973527409813621,0.8295453917490294,0.003960768996168756,0.06542577747120913,0.7682817619525982,0.02351945123025363
166,0.8890499055238807,0.9373141322486489,0.8805463512117963,0.9972174384377219,0.8266170024871826,0.0040909116052918965,0.06734609855226723,0.7655627552293268,0.024107407299146132
167,0.8871753166314192,0.9356322274513094,0.8796272227474773,0.9969731135801836,0.8252542002560341,0.00449544662842527,0.06848650488508752,0.764331893412095,0.025206109509779855
168,0.8882551967581979,0.937430183124398,0.8811230695874266,0.9970744956623424,0.8270972624216995,0.004388221998750749,0.06725652515888213,0.7660359540995447,0.024777535010727353
169,0.8864807413933512,0.9329280137697793,0.8767810507237765,0.9969827586954291,0.8222772029981222,0.00433336300516708,0.07032946308693253,0.7616323503190532,0.025099286374284522
170,0.8883664314401276,0.9327347807326468,0.875495565569116,0.9973359433087435,0.8212454416980484,0.0036418764632091755,0.07049362074179821,0.760652075647868,0.02345076541483896
172,0.8887566453820027,0.9379477539891822,0.8814550589571543,0.9971352382139727,0.8275428177559212,0.00429205651420893,0.06690344519643898,0.7664298230716255,0.024504001483206268
173,0.8876859697299073,0.9358073834514431,0.8795453306328139,0.997056939385154,0.8252870187367478,0.004335697371667872,0.06836703024714826,0.7643612874659111,0.024824180192384578
174,0.8902551896451318,0.9393305547750218,0.8822457704807416,0.9973215840079568,0.828691302913509,0.003983558757075419,0.06596820038485239,0.7674617359454609,0.0236564924411618
175,0.8905554786585862,0.940235702248767,0.8830786385492166,0.9973226677287709,0.8298230824405199,0.004033302028094315,0.06530109514673071,0.7684990396206717,0.023678170154677967
176,0.8872888942705411,0.936791749066848,0.8809358124254908,0.9969335035844282,0.8266658260397715,0.004643446727034946,0.0676772398761956,0.7656281825344426,0.025411213613300506
177,0.8889613752128364,0.9370138560060808,0.8801696264323875,0.9972183054143732,0.8263819919873592,0.004076443819536103,0.06752534013196645,0.7653774251525632,0.024096209133293453
179,0.8915744976830653,0.9396745120489723,0.8818612564770589,0.9975162202661688,0.8285810457517024,0.003607909201592621,0.06574921094509492,0.7673584595401608,0.02272232671225286
180,0.8891487002188143,0.9359363905653141,0.8788030386114697,0.9973079291256991,0.824832895030714,0.003839318815153092,0.06836344588951891,0.7640514582500112,0.02363612737946358
181,0.8866045834163623,0.9348264111364988,0.8789406657836063,0.9969132380052046,0.824522224191117,0.004572792787156585,0.06903710961341857,0.7637165476213955,0.025454666541293185
182,0.887205273012661,0.9360523797446912,0.8800992602644537,0.9969567493958906,0.8258060249563766,0.004554386916829066,0.06817823235529014,0.7648428278919417,0.02528813851217474
